Receipt ID,Product ID,Supplier ID,Receipt Date,Quantity Received,Unit Cost
RC-023553,FUR-BO-1230,SUP-104,2023-05-22,47,321.98
RC-023554,FUR-BO-1230,SUP-104,2023-08-07,50,321.98
RC-023555,FUR-BO-1230,SUP-104,2023-10-02,51,321.98
RC-023556,FUR-BO-1230,SUP-104,2023-12-18,49,321.98
RC-023557,FUR-BO-1230,SUP-104,2024-02-26,49,321.98
RC-023558,FUR-BO-1230,SUP-104,2024-05-06,47,321.98
RC-023559,FUR-BO-1230,SUP-104,2024-07-22,50,321.98
RC-023560,FUR-BO-1230,SUP-104,2024-10-14,48,321.98
RC-023561,FUR-BO-1230,SUP-104,2024-12-23,49,321.98
RC-023562,FUR-BO-1230,SUP-104,2025-02-24,46,321.98
RC-023563,FUR-BO-1230,SUP-104,2025-04-07,47,321.98
RC-023564,FUR-BO-1230,SUP-104,2025-06-16,46,321.98
RC-023565,FUR-BO-1230,SUP-104,2025-08-25,50,321.98
RC-023566,FUR-BO-1230,SUP-104,2025-10-27,47,321.98
RC-023567,OFF-ST-1231,SUP-102,2023-02-20,417,24.0
RC-023568,OFF-ST-1231,SUP-102,2023-04-03,441,24.0
RC-023569,OFF-ST-1231,SUP-102,2023-05-15,406,24.0
RC-023570,OFF-ST-1231,SUP-102,2023-06-26,389,24.0
RC-023571,OFF-ST-1231,SUP-102,2023-08-07,397,24.0
RC-023572,OFF-ST-1231,SUP-102,2023-09-11,387,24.0
RC-023573,OFF-ST-1231,SUP-102,2023-10-23,420,24.0
RC-023574,OFF-ST-1231,SUP-102,2023-12-04,400,24.0
RC-023575,OFF-ST-1231,SUP-102,2024-01-15,382,24.0
RC-023576,OFF-ST-1231,SUP-102,2024-02-26,426,24.0
RC-023577,OFF-ST-1231,SUP-102,2024-04-08,396,24.0
RC-023578,OFF-ST-1231,SUP-102,2024-05-27,443,24.0
RC-023579,OFF-ST-1231,SUP-102,2024-07-15,433,24.0
RC-023580,OFF-ST-1231,SUP-102,2024-08-26,394,24.0
RC-023581,OFF-ST-1231,SUP-102,2024-10-07,391,24.0
RC-023582,OFF-ST-1231,SUP-102,2024-11-18,421,24.0
RC-023583,OFF-ST-1231,SUP-102,2024-12-30,396,24.0
RC-023584,OFF-ST-1231,SUP-102,2025-02-10,392,24.0
RC-023585,OFF-ST-1231,SUP-102,2025-03-24,418,24.0
RC-023586,OFF-ST-1231,SUP-102,2025-05-05,371,24.0
RC-023587,OFF-ST-1231,SUP-102,2025-06-16,386,24.0
RC-023588,OFF-ST-1231,SUP-102,2025-07-28,430,24.0
RC-023589,OFF-ST-1231,SUP-102,2025-09-08,418,24.0
RC-023590,OFF-ST-1231,SUP-102,2025-10-20,406,24.0
RC-023591,OFF-ST-1231,SUP-102,2025-12-01,413,24.0
RC-023592,TEC-AC-1232,SUP-103,2023-03-13,34,427.35
RC-023593,TEC-AC-1232,SUP-103,2023-05-29,35,427.35
RC-023594,TEC-AC-1232,SUP-103,2023-07-31,36,427.35
RC-023595,TEC-AC-1232,SUP-103,2023-10-09,34,427.35
RC-023596,TEC-AC-1232,SUP-103,2023-12-11,38,427.35
RC-023597,TEC-AC-1232,SUP-103,2024-02-19,35,427.35
RC-023598,TEC-AC-1232,SUP-103,2024-04-29,39,427.35
RC-023599,TEC-AC-1232,SUP-103,2024-07-15,35,427.35
RC-023600,TEC-AC-1232,SUP-103,2024-09-23,37,427.35
RC-023601,TEC-AC-1232,SUP-103,2024-11-25,35,427.35
RC-023602,TEC-AC-1232,SUP-103,2025-02-03,34,427.35
RC-023603,TEC-AC-1232,SUP-103,2025-05-05,38,427.35
RC-023604,TEC-AC-1232,SUP-103,2025-07-21,36,427.35
RC-023605,TEC-AC-1232,SUP-103,2025-09-22,35,427.35
RC-023606,TEC-AC-1232,SUP-103,2025-12-22,36,427.35
RC-023607,OFF-ST-1234,SUP-105,2023-02-13,1266,21.39
RC-023608,OFF-ST-1234,SUP-105,2023-04-10,1197,21.39
RC-023609,OFF-ST-1234,SUP-105,2023-06-05,1208,21.39
RC-023610,OFF-ST-1234,SUP-105,2023-08-07,1326,21.39
RC-023611,OFF-ST-1234,SUP-105,2023-10-09,1282,21.39
RC-023612,OFF-ST-1234,SUP-105,2023-12-11,1279,21.39
RC-023613,OFF-ST-1234,SUP-105,2024-02-05,1215,21.39
RC-023614,OFF-ST-1234,SUP-105,2024-04-08,1332,21.39
RC-023615,OFF-ST-1234,SUP-105,2024-06-10,1301,21.39
RC-023616,OFF-ST-1234,SUP-105,2024-08-12,1270,21.39
RC-023617,OFF-ST-1234,SUP-105,2024-10-14,1272,21.39
RC-023618,OFF-ST-1234,SUP-105,2024-12-16,1336,21.39
RC-023619,OFF-ST-1234,SUP-105,2025-02-17,1293,21.39
RC-023620,OFF-ST-1234,SUP-105,2025-04-21,1275,21.39
RC-023621,OFF-ST-1234,SUP-105,2025-06-23,1317,21.39
RC-023622,OFF-ST-1234,SUP-105,2025-08-25,1283,21.39
RC-023623,OFF-ST-1234,SUP-105,2025-10-20,1231,21.39
RC-023624,OFF-ST-1234,SUP-105,2025-12-22,1305,21.39
RC-023625,TEC-MA-1235,SUP-113,2023-02-20,1158,313.96
RC-023626,TEC-MA-1235,SUP-113,2023-05-01,1123,313.96
RC-023627,TEC-MA-1235,SUP-113,2023-07-17,1160,313.96
RC-023628,TEC-MA-1235,SUP-113,2023-09-25,1131,313.96
RC-023629,TEC-MA-1235,SUP-113,2023-12-11,1169,313.96
RC-023630,TEC-MA-1235,SUP-113,2024-02-19,1099,313.96
RC-023631,TEC-MA-1235,SUP-113,2024-04-29,1123,313.96
RC-023632,TEC-MA-1235,SUP-113,2024-07-08,1149,313.96
RC-023633,TEC-MA-1235,SUP-113,2024-09-16,1113,313.96
RC-023634,TEC-MA-1235,SUP-113,2024-11-25,1097,313.96
RC-023635,TEC-MA-1235,SUP-113,2025-02-10,1167,313.96
RC-023636,TEC-MA-1235,SUP-113,2025-04-21,1085,313.96
RC-023637,TEC-MA-1235,SUP-113,2025-07-07,1106,313.96
RC-023638,TEC-MA-1235,SUP-113,2025-09-15,1128,313.96
RC-023639,TEC-MA-1235,SUP-113,2025-12-01,1198,313.96
RC-023640,OFF-BI-1236,SUP-105,2023-02-20,2056,27.18
RC-023641,OFF-BI-1236,SUP-105,2023-04-10,2310,27.18
RC-023642,OFF-BI-1236,SUP-105,2023-05-29,2269,27.18
RC-023643,OFF-BI-1236,SUP-105,2023-07-17,2235,27.18
RC-023644,OFF-BI-1236,SUP-105,2023-09-04,2289,27.18
RC-023645,OFF-BI-1236,SUP-105,2023-10-23,2257,27.18
RC-023646,OFF-BI-1236,SUP-105,2023-12-04,2057,27.18
RC-023647,OFF-BI-1236,SUP-105,2024-01-15,2109,27.18
RC-023648,OFF-BI-1236,SUP-105,2024-03-04,2303,27.18
RC-023649,OFF-BI-1236,SUP-105,2024-04-22,2293,27.18
RC-023650,OFF-BI-1236,SUP-105,2024-06-10,2246,27.18
RC-023651,OFF-BI-1236,SUP-105,2024-07-22,2034,27.18
RC-023652,OFF-BI-1236,SUP-105,2024-09-02,2028,27.18
RC-023653,OFF-BI-1236,SUP-105,2024-10-21,2295,27.18
RC-023654,OFF-BI-1236,SUP-105,2024-12-09,2362,27.18
RC-023655,OFF-BI-1236,SUP-105,2025-01-27,2259,27.18
RC-023656,OFF-BI-1236,SUP-105,2025-03-17,2336,27.18
RC-023657,OFF-BI-1236,SUP-105,2025-05-05,2275,27.18
RC-023658,OFF-BI-1236,SUP-105,2025-06-23,2309,27.18
RC-023659,OFF-BI-1236,SUP-105,2025-08-11,2316,27.18
RC-023660,OFF-BI-1236,SUP-105,2025-09-29,2317,27.18
RC-023661,OFF-BI-1236,SUP-105,2025-11-17,2214,27.18
RC-023662,OFF-BI-1237,SUP-110,2023-02-13,401,23.22
RC-023663,OFF-BI-1237,SUP-110,2023-04-03,388,23.22
RC-023664,OFF-BI-1237,SUP-110,2023-05-22,359,23.22
RC-023665,OFF-BI-1237,SUP-110,2023-07-10,354,23.22
RC-023666,OFF-BI-1237,SUP-110,2023-08-28,378,23.22
RC-023667,OFF-BI-1237,SUP-110,2023-10-09,354,23.22
RC-023668,OFF-BI-1237,SUP-110,2023-11-27,399,23.22
RC-023669,OFF-BI-1237,SUP-110,2024-01-15,394,23.22
RC-023670,OFF-BI-1237,SUP-110,2024-02-26,364,23.22
RC-023671,OFF-BI-1237,SUP-110,2024-04-15,397,23.22
RC-023672,OFF-BI-1237,SUP-110,2024-05-27,361,23.22
RC-023673,OFF-BI-1237,SUP-110,2024-07-15,376,23.22
RC-023674,OFF-BI-1237,SUP-110,2024-08-26,373,23.22
RC-023675,OFF-BI-1237,SUP-110,2024-10-14,376,23.22
RC-023676,OFF-BI-1237,SUP-110,2024-12-02,353,23.22
RC-023677,OFF-BI-1237,SUP-110,2025-01-13,357,23.22
RC-023678,OFF-BI-1237,SUP-110,2025-02-24,357,23.22
RC-023679,OFF-BI-1237,SUP-110,2025-04-07,363,23.22
RC-023680,OFF-BI-1237,SUP-110,2025-05-26,397,23.22
RC-023681,OFF-BI-1237,SUP-110,2025-07-07,360,23.22
RC-023682,OFF-BI-1237,SUP-110,2025-08-18,374,23.22
RC-023683,OFF-BI-1237,SUP-110,2025-09-29,360,23.22
RC-023684,OFF-BI-1237,SUP-110,2025-11-10,344,23.22
RC-023685,OFF-BI-1237,SUP-110,2025-12-22,382,23.22
RC-023686,OFF-ST-1238,SUP-104,2023-02-20,1270,17.58
RC-023687,OFF-ST-1238,SUP-104,2023-05-15,1308,17.58
RC-023688,OFF-ST-1238,SUP-104,2023-08-07,1311,17.58
RC-023689,OFF-ST-1238,SUP-104,2023-10-30,1303,17.58
RC-023690,OFF-ST-1238,SUP-104,2024-01-29,1321,17.58
RC-023691,OFF-ST-1238,SUP-104,2024-04-22,1285,17.58
RC-023692,OFF-ST-1238,SUP-104,2024-07-08,1241,17.58
RC-023693,OFF-ST-1238,SUP-104,2024-09-30,1278,17.58
RC-023694,OFF-ST-1238,SUP-104,2024-12-23,1309,17.58
RC-023695,OFF-ST-1238,SUP-104,2025-03-10,1237,17.58
RC-023696,OFF-ST-1238,SUP-104,2025-06-02,1257,17.58
RC-023697,OFF-ST-1238,SUP-104,2025-08-25,1315,17.58
RC-023698,OFF-ST-1238,SUP-104,2025-11-17,1306,17.58
RC-023699,OFF-PA-1239,SUP-113,2023-02-27,734,25.6
RC-023700,OFF-PA-1239,SUP-113,2023-04-10,825,25.6
RC-023701,OFF-PA-1239,SUP-113,2023-05-15,696,25.6
RC-023702,OFF-PA-1239,SUP-113,2023-06-19,693,25.6
RC-023703,OFF-PA-1239,SUP-113,2023-07-31,811,25.6
RC-023704,OFF-PA-1239,SUP-113,2023-09-04,701,25.6
RC-023705,OFF-PA-1239,SUP-113,2023-10-09,748,25.6
RC-023706,OFF-PA-1239,SUP-113,2023-11-13,771,25.6
RC-023707,OFF-PA-1239,SUP-113,2023-12-18,739,25.6
RC-023708,OFF-PA-1239,SUP-113,2024-01-22,713,25.6
RC-023709,OFF-PA-1239,SUP-113,2024-03-04,849,25.6
RC-023710,OFF-PA-1239,SUP-113,2024-04-08,706,25.6
RC-023711,OFF-PA-1239,SUP-113,2024-05-13,700,25.6
RC-023712,OFF-PA-1239,SUP-113,2024-06-17,726,25.6
RC-023713,OFF-PA-1239,SUP-113,2024-07-22,717,25.6
RC-023714,OFF-PA-1239,SUP-113,2024-08-26,711,25.6
RC-023715,OFF-PA-1239,SUP-113,2024-09-30,738,25.6
RC-023716,OFF-PA-1239,SUP-113,2024-11-04,741,25.6
RC-023717,OFF-PA-1239,SUP-113,2024-12-09,736,25.6
RC-023718,OFF-PA-1239,SUP-113,2025-01-13,746,25.6
RC-023719,OFF-PA-1239,SUP-113,2025-02-17,766,25.6
RC-023720,OFF-PA-1239,SUP-113,2025-03-24,695,25.6
RC-023721,OFF-PA-1239,SUP-113,2025-04-28,743,25.6
RC-023722,OFF-PA-1239,SUP-113,2025-06-02,754,25.6
RC-023723,OFF-PA-1239,SUP-113,2025-07-14,831,25.6
RC-023724,OFF-PA-1239,SUP-113,2025-08-18,757,25.6
RC-023725,OFF-PA-1239,SUP-113,2025-09-22,737,25.6
RC-023726,OFF-PA-1239,SUP-113,2025-10-27,735,25.6
RC-023727,OFF-PA-1239,SUP-113,2025-12-01,709,25.6
RC-023728,OFF-ST-1240,SUP-113,2023-02-27,133,9.83
RC-023729,OFF-ST-1240,SUP-113,2023-05-15,135,9.83
RC-023730,OFF-ST-1240,SUP-113,2023-07-24,135,9.83
RC-023731,OFF-ST-1240,SUP-113,2023-10-02,125,9.83
RC-023732,OFF-ST-1240,SUP-113,2023-12-11,133,9.83
RC-023733,OFF-ST-1240,SUP-113,2024-02-26,139,9.83
RC-023734,OFF-ST-1240,SUP-113,2024-05-13,133,9.83
RC-023735,OFF-ST-1240,SUP-113,2024-07-22,125,9.83
RC-023736,OFF-ST-1240,SUP-113,2024-09-30,127,9.83
RC-023737,OFF-ST-1240,SUP-113,2024-12-23,139,9.83
RC-023738,OFF-ST-1240,SUP-113,2025-03-10,129,9.83
RC-023739,OFF-ST-1240,SUP-113,2025-05-19,143,9.83
RC-023740,OFF-ST-1240,SUP-113,2025-07-28,138,9.83
RC-023741,OFF-ST-1240,SUP-113,2025-10-20,132,9.83
RC-023742,OFF-PA-1241,SUP-110,2023-03-06,2507,11.3
RC-023743,OFF-PA-1241,SUP-110,2023-05-15,2508,11.3
RC-023744,OFF-PA-1241,SUP-110,2023-07-24,2513,11.3
RC-023745,OFF-PA-1241,SUP-110,2023-10-02,2498,11.3
RC-023746,OFF-PA-1241,SUP-110,2023-12-11,2505,11.3
RC-023747,OFF-PA-1241,SUP-110,2024-02-19,2477,11.3
RC-023748,OFF-PA-1241,SUP-110,2024-05-06,2640,11.3
RC-023749,OFF-PA-1241,SUP-110,2024-07-15,2458,11.3
RC-023750,OFF-PA-1241,SUP-110,2024-09-30,2663,11.3
RC-023751,OFF-PA-1241,SUP-110,2024-12-09,2517,11.3
RC-023752,OFF-PA-1241,SUP-110,2025-02-17,2508,11.3
RC-023753,OFF-PA-1241,SUP-110,2025-04-28,2515,11.3
RC-023754,OFF-PA-1241,SUP-110,2025-07-07,2549,11.3
RC-023755,OFF-PA-1241,SUP-110,2025-09-15,2440,11.3
RC-023756,OFF-PA-1241,SUP-110,2025-11-24,2483,11.3
RC-023757,OFF-ST-1242,SUP-109,2023-02-13,2612,11.93
RC-023758,OFF-ST-1242,SUP-109,2023-04-17,2640,11.93
RC-023759,OFF-ST-1242,SUP-109,2023-06-26,2860,11.93
RC-023760,OFF-ST-1242,SUP-109,2023-08-28,2672,11.93
RC-023761,OFF-ST-1242,SUP-109,2023-10-30,2653,11.93
RC-023762,OFF-ST-1242,SUP-109,2024-01-01,2606,11.93
RC-023763,OFF-ST-1242,SUP-109,2024-03-04,2682,11.93
RC-023764,OFF-ST-1242,SUP-109,2024-05-06,2645,11.93
RC-023765,OFF-ST-1242,SUP-109,2024-07-08,2749,11.93
RC-023766,OFF-ST-1242,SUP-109,2024-09-16,2856,11.93
RC-023767,OFF-ST-1242,SUP-109,2024-11-18,2704,11.93
RC-023768,OFF-ST-1242,SUP-109,2025-01-20,2637,11.93
RC-023769,OFF-ST-1242,SUP-109,2025-03-24,2637,11.93
RC-023770,OFF-ST-1242,SUP-109,2025-05-26,2613,11.93
RC-023771,OFF-ST-1242,SUP-109,2025-07-28,2651,11.93
RC-023772,OFF-ST-1242,SUP-109,2025-09-29,2630,11.93
RC-023773,OFF-ST-1242,SUP-109,2025-12-01,2603,11.93
RC-023774,OFF-AR-1243,SUP-109,2023-02-27,298,29.03
RC-023775,OFF-AR-1243,SUP-109,2023-04-10,319,29.03
RC-023776,OFF-AR-1243,SUP-109,2023-05-29,333,29.03
RC-023777,OFF-AR-1243,SUP-109,2023-07-10,321,29.03
RC-023778,OFF-AR-1243,SUP-109,2023-08-21,323,29.03
RC-023779,OFF-AR-1243,SUP-109,2023-10-02,322,29.03
RC-023780,OFF-AR-1243,SUP-109,2023-11-13,320,29.03
RC-023781,OFF-AR-1243,SUP-109,2023-12-25,345,29.03
RC-023782,OFF-AR-1243,SUP-109,2024-02-05,306,29.03
RC-023783,OFF-AR-1243,SUP-109,2024-03-18,309,29.03
RC-023784,OFF-AR-1243,SUP-109,2024-04-29,323,29.03
RC-023785,OFF-AR-1243,SUP-109,2024-06-10,335,29.03
RC-023786,OFF-AR-1243,SUP-109,2024-07-22,303,29.03
RC-023787,OFF-AR-1243,SUP-109,2024-09-02,349,29.03
RC-023788,OFF-AR-1243,SUP-109,2024-10-14,324,29.03
RC-023789,OFF-AR-1243,SUP-109,2024-11-25,350,29.03
RC-023790,OFF-AR-1243,SUP-109,2025-01-06,321,29.03
RC-023791,OFF-AR-1243,SUP-109,2025-02-17,295,29.03
RC-023792,OFF-AR-1243,SUP-109,2025-03-24,300,29.03
RC-023793,OFF-AR-1243,SUP-109,2025-05-05,293,29.03
RC-023794,OFF-AR-1243,SUP-109,2025-06-16,341,29.03
RC-023795,OFF-AR-1243,SUP-109,2025-07-28,320,29.03
RC-023796,OFF-AR-1243,SUP-109,2025-09-08,321,29.03
RC-023797,OFF-AR-1243,SUP-109,2025-10-20,306,29.03
RC-023798,OFF-AR-1243,SUP-109,2025-12-01,336,29.03
RC-023799,FUR-BO-1244,SUP-106,2023-02-06,132,247.02
RC-023800,FUR-BO-1244,SUP-106,2023-04-17,139,247.02
RC-023801,FUR-BO-1244,SUP-106,2023-06-26,128,247.02
RC-023802,FUR-BO-1244,SUP-106,2023-09-11,137,247.02
RC-023803,FUR-BO-1244,SUP-106,2023-11-27,142,247.02
RC-023804,FUR-BO-1244,SUP-106,2024-02-05,129,247.02
RC-023805,FUR-BO-1244,SUP-106,2024-04-22,132,247.02
RC-023806,FUR-BO-1244,SUP-106,2024-07-01,140,247.02
RC-023807,FUR-BO-1244,SUP-106,2024-09-02,130,247.02
RC-023808,FUR-BO-1244,SUP-106,2024-11-18,133,247.02
RC-023809,FUR-BO-1244,SUP-106,2025-01-27,137,247.02
RC-023810,FUR-BO-1244,SUP-106,2025-03-31,133,247.02
RC-023811,FUR-BO-1244,SUP-106,2025-06-09,133,247.02
RC-023812,FUR-BO-1244,SUP-106,2025-08-11,132,247.02
RC-023813,FUR-BO-1244,SUP-106,2025-10-13,130,247.02
RC-023814,FUR-BO-1244,SUP-106,2025-12-15,128,247.02
RC-023815,TEC-PH-1245,SUP-109,2023-03-06,550,527.21
RC-023816,TEC-PH-1245,SUP-109,2023-05-29,529,527.21
RC-023817,TEC-PH-1245,SUP-109,2023-09-04,572,527.21
RC-023818,TEC-PH-1245,SUP-109,2023-12-04,574,527.21
RC-023819,TEC-PH-1245,SUP-109,2024-03-04,556,527.21
RC-023820,TEC-PH-1245,SUP-109,2024-06-03,557,527.21
RC-023821,TEC-PH-1245,SUP-109,2024-09-02,549,527.21
RC-023822,TEC-PH-1245,SUP-109,2024-11-25,538,527.21
RC-023823,TEC-PH-1245,SUP-109,2025-03-03,545,527.21
RC-023824,TEC-PH-1245,SUP-109,2025-06-09,565,527.21
RC-023825,TEC-PH-1245,SUP-109,2025-09-08,529,527.21
RC-023826,TEC-PH-1245,SUP-109,2025-12-08,527,527.21
RC-023827,OFF-ST-1246,SUP-101,2023-02-13,284,27.67
RC-023828,OFF-ST-1246,SUP-101,2023-03-20,289,27.67
RC-023829,OFF-ST-1246,SUP-101,2023-05-01,304,27.67
RC-023830,OFF-ST-1246,SUP-101,2023-06-12,312,27.67
RC-023831,OFF-ST-1246,SUP-101,2023-07-24,315,27.67
RC-023832,OFF-ST-1246,SUP-101,2023-08-28,273,27.67
RC-023833,OFF-ST-1246,SUP-101,2023-10-09,304,27.67
RC-023834,OFF-ST-1246,SUP-101,2023-11-20,307,27.67
RC-023835,OFF-ST-1246,SUP-101,2024-01-01,307,27.67
RC-023836,OFF-ST-1246,SUP-101,2024-02-05,282,27.67
RC-023837,OFF-ST-1246,SUP-101,2024-03-11,273,27.67
RC-023838,OFF-ST-1246,SUP-101,2024-04-22,308,27.67
RC-023839,OFF-ST-1246,SUP-101,2024-05-27,271,27.67
RC-023840,OFF-ST-1246,SUP-101,2024-07-01,268,27.67
RC-023841,OFF-ST-1246,SUP-101,2024-08-05,273,27.67
RC-023842,OFF-ST-1246,SUP-101,2024-09-16,293,27.67
RC-023843,OFF-ST-1246,SUP-101,2024-10-28,287,27.67
RC-023844,OFF-ST-1246,SUP-101,2024-12-02,302,27.67
RC-023845,OFF-ST-1246,SUP-101,2025-01-13,278,27.67
RC-023846,OFF-ST-1246,SUP-101,2025-02-24,302,27.67
RC-023847,OFF-ST-1246,SUP-101,2025-03-31,272,27.67
RC-023848,OFF-ST-1246,SUP-101,2025-05-12,301,27.67
RC-023849,OFF-ST-1246,SUP-101,2025-06-23,305,27.67
RC-023850,OFF-ST-1246,SUP-101,2025-07-28,273,27.67
RC-023851,OFF-ST-1246,SUP-101,2025-09-08,330,27.67
RC-023852,OFF-ST-1246,SUP-101,2025-10-20,313,27.67
RC-023853,OFF-ST-1246,SUP-101,2025-11-24,263,27.67
RC-023854,OFF-ST-1247,SUP-105,2023-02-27,2964,14.62
RC-023855,OFF-ST-1247,SUP-105,2023-05-29,3037,14.62
RC-023856,OFF-ST-1247,SUP-105,2023-08-28,3021,14.62
RC-023857,OFF-ST-1247,SUP-105,2023-11-27,2991,14.62
RC-023858,OFF-ST-1247,SUP-105,2024-02-26,3054,14.62
RC-023859,OFF-ST-1247,SUP-105,2024-05-27,3016,14.62
RC-023860,OFF-ST-1247,SUP-105,2024-08-26,2992,14.62
RC-023861,OFF-ST-1247,SUP-105,2024-11-25,2977,14.62
RC-023862,OFF-ST-1247,SUP-105,2025-02-24,3066,14.62
RC-023863,OFF-ST-1247,SUP-105,2025-05-26,3008,14.62
RC-023864,OFF-ST-1247,SUP-105,2025-08-25,2999,14.62
RC-023865,OFF-ST-1247,SUP-105,2025-11-24,3064,14.62
RC-023866,TEC-AC-1248,SUP-102,2023-02-13,423,280.78
RC-023867,TEC-AC-1248,SUP-102,2023-04-03,450,280.78
RC-023868,TEC-AC-1248,SUP-102,2023-05-22,458,280.78
RC-023869,TEC-AC-1248,SUP-102,2023-07-03,408,280.78
RC-023870,TEC-AC-1248,SUP-102,2023-08-21,457,280.78
RC-023871,TEC-AC-1248,SUP-102,2023-10-02,422,280.78
RC-023872,TEC-AC-1248,SUP-102,2023-11-13,408,280.78
RC-023873,TEC-AC-1248,SUP-102,2023-12-25,432,280.78
RC-023874,TEC-AC-1248,SUP-102,2024-02-12,452,280.78
RC-023875,TEC-AC-1248,SUP-102,2024-03-25,398,280.78
RC-023876,TEC-AC-1248,SUP-102,2024-05-06,426,280.78
RC-023877,TEC-AC-1248,SUP-102,2024-06-17,420,280.78
RC-023878,TEC-AC-1248,SUP-102,2024-07-29,419,280.78
RC-023879,TEC-AC-1248,SUP-102,2024-09-09,394,280.78
RC-023880,TEC-AC-1248,SUP-102,2024-10-21,410,280.78
RC-023881,TEC-AC-1248,SUP-102,2024-12-02,420,280.78
RC-023882,TEC-AC-1248,SUP-102,2025-01-13,420,280.78
RC-023883,TEC-AC-1248,SUP-102,2025-03-03,433,280.78
RC-023884,TEC-AC-1248,SUP-102,2025-04-21,473,280.78
RC-023885,TEC-AC-1248,SUP-102,2025-06-02,394,280.78
RC-023886,TEC-AC-1248,SUP-102,2025-07-14,407,280.78
RC-023887,TEC-AC-1248,SUP-102,2025-08-25,439,280.78
RC-023888,TEC-AC-1248,SUP-102,2025-10-06,405,280.78
RC-023889,TEC-AC-1248,SUP-102,2025-11-17,420,280.78
RC-023890,TEC-PH-1249,SUP-110,2023-02-27,502,309.72
RC-023891,TEC-PH-1249,SUP-110,2023-05-15,526,309.72
RC-023892,TEC-PH-1249,SUP-110,2023-07-31,538,309.72
RC-023893,TEC-PH-1249,SUP-110,2023-10-16,530,309.72
RC-023894,TEC-PH-1249,SUP-110,2024-01-01,526,309.72
RC-023895,TEC-PH-1249,SUP-110,2024-03-18,546,309.72
RC-023896,TEC-PH-1249,SUP-110,2024-06-03,531,309.72
RC-023897,TEC-PH-1249,SUP-110,2024-08-12,508,309.72
RC-023898,TEC-PH-1249,SUP-110,2024-10-28,534,309.72
RC-023899,TEC-PH-1249,SUP-110,2025-01-06,504,309.72
RC-023900,TEC-PH-1249,SUP-110,2025-03-24,535,309.72
RC-023901,TEC-PH-1249,SUP-110,2025-06-09,540,309.72
RC-023902,TEC-PH-1249,SUP-110,2025-08-25,505,309.72
RC-023903,TEC-PH-1249,SUP-110,2025-11-10,516,309.72
RC-023904,TEC-CO-1251,SUP-103,2023-02-27,798,257.88
RC-023905,TEC-CO-1251,SUP-103,2023-05-08,866,257.88
RC-023906,TEC-CO-1251,SUP-103,2023-07-10,855,257.88
RC-023907,TEC-CO-1251,SUP-103,2023-09-11,840,257.88
RC-023908,TEC-CO-1251,SUP-103,2023-11-13,818,257.88
RC-023909,TEC-CO-1251,SUP-103,2024-01-15,820,257.88
RC-023910,TEC-CO-1251,SUP-103,2024-03-18,785,257.88
RC-023911,TEC-CO-1251,SUP-103,2024-05-20,858,257.88
RC-023912,TEC-CO-1251,SUP-103,2024-07-22,820,257.88
RC-023913,TEC-CO-1251,SUP-103,2024-09-23,852,257.88
RC-023914,TEC-CO-1251,SUP-103,2024-11-25,786,257.88
RC-023915,TEC-CO-1251,SUP-103,2025-01-27,821,257.88
RC-023916,TEC-CO-1251,SUP-103,2025-03-31,815,257.88
RC-023917,TEC-CO-1251,SUP-103,2025-06-02,786,257.88
RC-023918,TEC-CO-1251,SUP-103,2025-08-04,805,257.88
RC-023919,TEC-CO-1251,SUP-103,2025-10-06,820,257.88
RC-023920,TEC-CO-1251,SUP-103,2025-12-15,881,257.88
RC-023921,OFF-BI-1254,SUP-107,2023-01-30,617,19.09
RC-023922,OFF-BI-1254,SUP-107,2023-03-13,596,19.09
RC-023923,OFF-BI-1254,SUP-107,2023-05-01,669,19.09
RC-023924,OFF-BI-1254,SUP-107,2023-06-19,685,19.09
RC-023925,OFF-BI-1254,SUP-107,2023-08-07,641,19.09
RC-023926,OFF-BI-1254,SUP-107,2023-09-18,622,19.09
RC-023927,OFF-BI-1254,SUP-107,2023-10-30,603,19.09
RC-023928,OFF-BI-1254,SUP-107,2023-12-18,690,19.09
RC-023929,OFF-BI-1254,SUP-107,2024-02-05,686,19.09
RC-023930,OFF-BI-1254,SUP-107,2024-03-25,668,19.09
RC-023931,OFF-BI-1254,SUP-107,2024-05-13,621,19.09
RC-023932,OFF-BI-1254,SUP-107,2024-07-01,650,19.09
RC-023933,OFF-BI-1254,SUP-107,2024-08-19,678,19.09
RC-023934,OFF-BI-1254,SUP-107,2024-10-07,686,19.09
RC-023935,OFF-BI-1254,SUP-107,2024-11-25,673,19.09
RC-023936,OFF-BI-1254,SUP-107,2025-01-13,704,19.09
RC-023937,OFF-BI-1254,SUP-107,2025-03-03,653,19.09
RC-023938,OFF-BI-1254,SUP-107,2025-04-21,656,19.09
RC-023939,OFF-BI-1254,SUP-107,2025-06-09,676,19.09
RC-023940,OFF-BI-1254,SUP-107,2025-07-28,639,19.09
RC-023941,OFF-BI-1254,SUP-107,2025-09-15,663,19.09
RC-023942,OFF-BI-1254,SUP-107,2025-11-03,695,19.09
RC-023943,OFF-BI-1254,SUP-107,2025-12-22,657,19.09
RC-023944,OFF-LA-1255,SUP-100,2023-02-20,228,9.27
RC-023945,OFF-LA-1255,SUP-100,2023-04-24,218,9.27
RC-023946,OFF-LA-1255,SUP-100,2023-06-19,222,9.27
RC-023947,OFF-LA-1255,SUP-100,2023-08-14,199,9.27
