customer_id,tenure_months,avg_order_value,orders_last_90d,days_since_last_order,support_tickets,plan_type,region,churned_next_30d,cancellation_reason,refund_after_churn
CUST-104434,15,1371.74,0,198,2,basic,Region VII,1,found_alternative,0
CUST-104435,46,872.4,3,2,1,basic,Region XI,0,,0
CUST-104436,7,1024.89,0,40,1,premium,Region XI,0,,0
CUST-104437,46,1738.72,4,53,0,standard,Region III,0,,0
CUST-104438,34,2251.56,6,56,1,standard,Region III,0,,0
CUST-104439,51,1255.54,1,10,2,basic,NCR,0,,0
CUST-104440,4,526.44,0,135,5,basic,Region IV-A,0,,0
CUST-104441,46,2264.55,4,149,2,basic,Region XI,0,,0
CUST-104442,28,1569.68,0,39,1,standard,Region III,0,,0
CUST-104443,34,1199.35,1,169,0,basic,Region XI,0,,0
CUST-104444,32,1953.51,4,65,0,basic,Region IV-A,0,,0
CUST-104445,43,1340.18,3,68,1,basic,Region VII,0,,0
CUST-104446,36,1357.76,2,92,0,premium,Region III,0,,0
CUST-104447,25,2067.58,3,35,2,standard,NCR,0,,0
CUST-104448,26,454.77,2,160,2,basic,Region IV-A,0,,0
CUST-104449,5,1111.18,1,29,0,premium,Region IV-A,0,,0
CUST-104450,43,589.66,4,168,1,basic,Region IV-A,0,,0
CUST-104451,42,888.98,5,101,0,basic,Region IV-A,0,,0
CUST-104452,34,967.22,6,44,1,basic,Region VII,0,,0
CUST-104453,43,1327.26,1,88,1,premium,Region VII,0,,0
CUST-104454,16,750.02,0,158,1,basic,NCR,0,,0
CUST-104455,14,995.3,0,188,0,basic,Region VII,1,too_expensive,0
CUST-104456,55,1055.4,2,68,1,premium,Region III,0,,0
CUST-104457,57,1391.15,5,181,0,standard,Region XI,0,,0
CUST-104458,51,390.15,7,105,3,standard,Region IV-A,0,,0
CUST-104459,4,1070.06,0,189,2,standard,Region III,1,poor_support,0
CUST-104460,33,836.88,1,96,2,standard,NCR,0,,0
CUST-104461,44,2212.8,0,130,2,basic,Region XI,0,,0
CUST-104462,3,943.35,0,141,1,standard,Region VII,0,,0
CUST-104463,58,891.48,10,169,1,basic,Region III,0,,0
CUST-104464,47,714.63,1,96,1,basic,Region IV-A,0,,0
CUST-104465,19,1001.92,1,161,1,premium,NCR,0,,0
CUST-104466,30,391.09,2,38,0,basic,Region XI,0,,0
CUST-104467,54,344.96,3,59,0,basic,Region XI,0,,0
CUST-104468,51,812.77,0,5,1,basic,Region XI,0,,0
CUST-104469,49,926.49,4,123,2,standard,Region IV-A,0,,0
CUST-104470,59,851.17,3,99,1,premium,NCR,0,,0
CUST-104471,44,2049.76,1,101,0,basic,Region IV-A,0,,0
CUST-104472,56,1199.66,6,91,3,basic,Region IV-A,0,,0
CUST-104473,57,1152.09,4,113,0,standard,Region III,0,,0
CUST-104474,2,433.2,0,120,2,standard,Region III,0,,0
CUST-104475,39,1036.56,3,87,0,basic,NCR,0,,0
CUST-104476,20,872.14,2,175,1,basic,Region IV-A,0,,0
CUST-104477,30,1590.82,2,49,1,standard,NCR,0,,0
CUST-104478,10,518.01,1,100,1,basic,Region XI,0,,0
CUST-104479,40,860.13,1,159,3,standard,Region VII,0,,0
CUST-104480,50,952.47,8,138,0,basic,Region VII,0,,0
CUST-104481,25,845.0,2,30,4,standard,Region III,0,,0
CUST-104482,42,1278.28,4,128,0,standard,Region VII,0,,0
CUST-104483,20,644.21,1,54,0,standard,Region XI,0,,0
CUST-104484,45,1024.62,4,99,2,standard,Region VII,0,,0
CUST-104485,5,523.37,1,163,1,basic,Region VII,0,,0
CUST-104486,52,1302.98,3,84,0,basic,Region XI,0,,0
CUST-104487,23,2580.64,2,179,0,standard,Region XI,0,,0
CUST-104488,30,2261.61,2,111,0,standard,NCR,0,,0
CUST-104489,48,478.46,6,187,0,standard,Region XI,0,,0
CUST-104490,2,1080.55,0,127,3,basic,Region VII,0,,0
CUST-104491,56,767.96,1,190,1,standard,Region VII,0,,0
CUST-104492,37,387.03,4,58,2,basic,Region III,0,,0
CUST-104493,58,1063.31,4,28,0,basic,Region IV-A,0,,0
CUST-104494,33,387.19,2,195,1,basic,Region XI,0,,0
CUST-104495,13,2136.86,1,107,2,premium,Region XI,0,,0
CUST-104496,35,1326.27,5,182,2,standard,NCR,0,,0
CUST-104497,34,1359.95,0,35,1,basic,Region IV-A,0,,0
CUST-104498,55,1203.64,6,177,0,standard,Region VII,0,,0
CUST-104499,34,355.57,3,97,1,basic,NCR,0,,0
CUST-104500,24,660.59,1,19,2,basic,Region III,0,,0
CUST-104501,11,1691.17,0,147,0,basic,Region IV-A,1,found_alternative,1
CUST-104502,20,757.79,1,110,0,basic,Region VII,0,,0
CUST-104503,35,725.49,4,195,1,basic,NCR,0,,0
CUST-104504,22,1796.14,2,130,1,basic,Region IV-A,0,,0
CUST-104505,22,1185.31,0,193,0,standard,Region VII,0,,0
CUST-104506,1,1840.29,0,178,1,standard,Region XI,1,poor_support,0
CUST-104507,56,1365.3,3,115,2,premium,Region XI,0,,0
CUST-104508,50,446.33,4,127,2,basic,Region III,0,,0
CUST-104509,16,407.49,1,78,1,standard,Region VII,0,,0
CUST-104510,9,754.74,2,168,2,basic,Region IV-A,0,,0
CUST-104511,50,873.4,8,71,3,basic,Region III,0,,0
CUST-104512,50,1754.28,7,176,2,standard,Region IV-A,0,,0
CUST-104513,53,44.18,5,109,1,basic,NCR,0,,0
CUST-104514,33,1384.29,1,194,3,standard,NCR,1,too_expensive,0
CUST-104515,44,1078.43,1,23,1,standard,Region III,0,,0
CUST-104516,44,738.33,0,60,2,basic,Region III,0,,0
CUST-104517,13,2868.74,1,75,0,premium,NCR,0,,0
CUST-104518,31,1081.07,2,134,0,basic,NCR,0,,0
CUST-104519,16,2436.17,0,26,0,premium,Region IV-A,0,,0
CUST-104520,45,758.49,3,52,1,standard,NCR,0,,0
CUST-104521,58,640.41,2,12,1,basic,Region VII,0,,0
CUST-104522,5,1512.29,0,62,1,basic,NCR,0,,0
CUST-104523,5,460.2,1,192,0,basic,Region VII,0,,0
CUST-104524,16,727.16,1,179,2,standard,NCR,0,,0
CUST-104525,7,420.55,1,63,1,basic,Region VII,0,,0
CUST-104526,1,835.97,0,140,1,standard,NCR,0,,0
CUST-104527,58,958.53,6,94,1,basic,Region IV-A,0,,0
CUST-104528,35,1727.48,5,60,1,premium,Region VII,0,,0
CUST-104529,46,907.61,3,139,2,basic,NCR,0,,0
CUST-104530,34,925.07,2,71,1,standard,NCR,0,,0
CUST-104531,45,1097.81,3,101,0,standard,Region VII,0,,0
CUST-104532,41,1846.49,3,14,1,basic,Region VII,0,,0
CUST-104533,10,833.13,0,179,3,basic,Region IV-A,0,,0
CUST-104534,9,893.97,1,176,1,standard,NCR,0,,0
CUST-104535,29,385.08,5,181,0,standard,Region III,0,,0
CUST-104536,22,1037.53,2,80,4,standard,Region III,0,,0
CUST-104537,50,1473.45,4,55,0,basic,Region VII,0,,0
CUST-104538,19,846.06,1,110,0,premium,Region III,0,,0
CUST-104539,20,947.01,1,85,0,premium,Region III,0,,0
CUST-104540,32,848.48,4,66,1,standard,Region III,0,,0
CUST-104541,12,544.24,1,40,0,basic,NCR,0,,0
CUST-104542,51,880.09,4,71,3,basic,Region XI,0,,0
CUST-104543,1,2737.29,0,186,0,premium,Region IV-A,0,,0
CUST-104544,51,654.18,2,144,2,standard,Region IV-A,0,,0
CUST-104545,37,786.58,1,12,3,standard,Region III,0,,0
CUST-104546,53,1347.59,4,49,0,premium,NCR,0,,0
CUST-104547,18,509.21,1,161,1,basic,Region VII,0,,0
CUST-104548,54,1127.18,5,61,0,standard,Region VII,0,,0
CUST-104549,51,1355.74,4,166,0,standard,NCR,0,,0
CUST-104550,27,796.26,1,148,2,standard,Region XI,0,,0
CUST-104551,17,1597.51,2,175,0,standard,Region XI,0,,0
CUST-104552,12,654.49,1,189,2,basic,Region XI,1,too_expensive,0
CUST-104553,9,506.07,0,129,2,basic,Region IV-A,0,,0
CUST-104554,35,891.11,3,164,2,premium,Region VII,0,,0
CUST-104555,57,1422.18,4,103,4,standard,NCR,0,,0
CUST-104556,34,974.34,6,175,0,basic,Region IV-A,1,too_expensive,0
CUST-104557,57,988.46,10,120,0,premium,NCR,0,,0
CUST-104558,45,466.76,2,18,2,basic,Region XI,0,,0
CUST-104559,41,926.43,1,38,1,basic,Region XI,0,,0
CUST-104560,43,1728.85,4,90,1,premium,NCR,0,,0
CUST-104561,55,1244.73,6,35,0,standard,Region IV-A,0,,0
CUST-104562,51,1768.61,5,37,0,premium,Region IV-A,0,,0
CUST-104563,10,3115.88,0,158,1,premium,Region VII,0,,0
CUST-104564,35,1611.35,5,9,1,standard,Region IV-A,0,,0
CUST-104565,28,1190.06,3,109,0,basic,Region XI,0,,0
CUST-104566,52,830.06,6,150,2,standard,Region III,0,,0
CUST-104567,13,611.45,2,186,2,standard,Region III,0,,0
CUST-104568,49,1943.19,7,81,2,standard,Region VII,0,,0
CUST-104569,29,848.96,5,53,1,standard,Region IV-A,0,,0
CUST-104570,56,1051.25,2,140,0,basic,NCR,0,,0
CUST-104571,47,280.76,3,56,0,basic,Region VII,0,,0
CUST-104572,21,456.79,1,21,2,standard,Region III,0,,0
CUST-104573,50,1604.18,3,102,1,standard,Region XI,0,,0
CUST-104574,12,498.61,3,57,0,basic,Region XI,0,,0
CUST-104575,1,1045.94,0,15,0,basic,Region IV-A,0,,0
CUST-104576,30,502.33,3,127,1,basic,Region XI,1,found_alternative,0
CUST-104577,23,1364.13,1,148,2,standard,Region XI,0,,0
CUST-104578,8,775.84,0,187,1,basic,Region VII,1,found_alternative,0
CUST-104579,59,943.3,3,33,3,standard,Region VII,0,,0
CUST-104580,3,1238.41,0,157,1,standard,Region XI,1,found_alternative,0
CUST-104581,35,1082.44,3,112,1,basic,Region XI,0,,0
CUST-104582,16,780.64,2,41,1,standard,Region IV-A,0,,0
CUST-104583,18,1650.92,3,19,1,premium,NCR,0,,0
CUST-104584,13,1100.03,0,30,2,basic,Region VII,0,,0
CUST-104585,23,1339.34,2,81,1,basic,Region IV-A,0,,0
CUST-104586,40,1592.16,4,144,1,basic,Region III,0,,0
CUST-104587,20,1045.06,1,111,0,standard,NCR,0,,0
CUST-104588,43,1105.16,3,38,1,premium,Region VII,0,,0
CUST-104589,27,677.79,3,106,0,standard,Region XI,0,,0
CUST-104590,47,1156.04,7,76,1,premium,Region IV-A,0,,0
CUST-104591,27,835.71,1,195,1,standard,Region III,1,too_expensive,0
CUST-104592,22,645.1,2,178,0,basic,NCR,0,,0
CUST-104593,30,780.75,2,134,2,basic,Region VII,0,,0
CUST-104594,41,1141.89,2,148,0,standard,NCR,0,,0
CUST-104595,28,1173.74,1,106,2,standard,NCR,0,,0
CUST-104596,54,1485.22,7,124,2,standard,NCR,0,,0
CUST-104597,31,1937.03,4,130,1,standard,Region III,0,,0
CUST-104598,18,928.52,1,183,1,basic,Region III,0,,0
CUST-104599,2,586.58,0,147,3,basic,Region III,1,too_expensive,0
CUST-104600,24,1470.63,2,164,0,standard,NCR,0,,0
CUST-104601,4,1426.95,0,190,0,standard,Region VII,1,unknown,0
CUST-104602,3,799.05,0,49,2,standard,Region XI,0,,0
CUST-104603,22,1188.34,2,29,2,basic,Region III,0,,0
CUST-104604,18,702.84,5,176,2,premium,Region III,0,,0
CUST-104605,53,425.65,7,142,1,basic,Region XI,0,,0
CUST-104606,44,364.55,3,26,2,basic,Region XI,0,,0
CUST-104607,47,693.29,2,2,4,standard,Region VII,0,,0
CUST-104608,33,1835.8,2,76,1,premium,Region IV-A,0,,0
CUST-104609,7,1286.27,0,1,2,premium,Region XI,0,,0
CUST-104610,51,1323.14,6,146,1,basic,Region VII,0,,0
CUST-104611,30,1772.58,0,142,2,basic,Region VII,0,,0
CUST-104612,26,1971.1,0,90,1,standard,NCR,0,,0
CUST-104613,36,788.23,2,110,1,standard,Region VII,0,,0
CUST-104614,10,954.58,1,138,1,standard,Region III,0,,0
CUST-104615,29,794.82,2,159,1,basic,Region VII,0,,0
CUST-104616,36,2168.18,4,168,1,standard,Region IV-A,0,,0
CUST-104617,42,531.42,10,75,1,basic,NCR,0,,0
CUST-104618,30,1447.91,5,82,1,basic,Region IV-A,0,,0
CUST-104619,59,1296.27,7,30,0,standard,Region IV-A,0,,0
CUST-104620,59,134.83,5,61,3,basic,NCR,0,,0
CUST-104621,6,921.06,1,128,2,standard,Region XI,1,too_expensive,0
CUST-104622,5,658.19,0,154,1,standard,Region XI,0,,0
CUST-104623,31,656.55,4,104,3,basic,NCR,0,,0
CUST-104624,49,140.91,6,45,1,basic,NCR,0,,0
CUST-104625,31,2586.84,3,59,0,premium,NCR,0,,0
CUST-104626,13,867.41,0,96,3,standard,Region IV-A,0,,0
CUST-104627,34,1260.74,1,93,0,premium,Region VII,0,,0
CUST-104628,56,1876.92,1,186,3,basic,Region III,0,,0
CUST-104629,10,571.67,1,109,0,standard,Region XI,0,,0
CUST-104630,27,1670.61,6,159,1,premium,Region III,0,,0
CUST-104631,38,495.47,0,41,2,basic,Region III,0,,0
CUST-104632,24,211.16,8,48,2,basic,Region IV-A,0,,0
CUST-104633,3,1750.51,0,146,2,premium,Region XI,0,,0
CUST-104634,40,1619.33,2,81,1,basic,Region III,0,,0
CUST-104635,44,766.0,2,121,2,basic,Region III,0,,0
CUST-104636,39,1854.29,3,77,2,premium,Region III,0,,0
CUST-104637,40,530.02,1,13,0,basic,Region IV-A,0,,0
CUST-104638,39,1342.4,1,72,1,standard,Region IV-A,0,,0
CUST-104639,20,1061.4,1,100,1,standard,Region XI,0,,0
CUST-104640,1,820.0,1,116,1,standard,NCR,0,,0
CUST-104641,59,395.5,6,53,1,basic,Region IV-A,0,,0
CUST-104642,13,1601.91,2,90,1,basic,Region III,0,,0
CUST-104643,49,1080.18,2,177,2,standard,Region IV-A,0,,0
CUST-104644,32,881.56,4,100,2,standard,Region VII,0,,0
CUST-104645,32,683.95,3,90,1,basic,Region XI,0,,0
CUST-104646,2,1112.29,0,62,3,basic,Region IV-A,0,,0
CUST-104647,59,1480.62,8,28,0,standard,Region III,0,,0
CUST-104648,32,814.53,1,192,1,basic,Region XI,1,poor_support,0
CUST-104649,49,1307.47,6,133,2,standard,NCR,0,,0
CUST-104650,46,1255.27,1,30,1,premium,NCR,0,,0
CUST-104651,9,708.53,1,52,1,basic,Region XI,0,,0
CUST-104652,56,1761.26,5,176,1,premium,Region XI,0,,0
CUST-104653,35,890.7,0,191,1,standard,Region IV-A,0,,0
CUST-104654,11,624.12,0,108,1,standard,Region III,1,poor_support,0
CUST-104655,35,1725.63,3,7,0,premium,Region XI,0,,0
CUST-104656,37,1010.34,2,164,1,basic,Region XI,1,unknown,0
CUST-104657,39,1951.39,3,26,1,premium,Region XI,0,,0
CUST-104658,19,1115.94,2,126,1,basic,Region VII,0,,0
CUST-104659,56,993.82,7,198,0,basic,Region IV-A,0,,0
CUST-104660,14,587.05,1,5,2,standard,Region III,0,,0
CUST-104661,30,800.92,3,189,0,basic,Region IV-A,0,,0
CUST-104662,50,838.49,2,12,1,standard,Region IV-A,0,,0
CUST-104663,5,1110.83,0,12,0,basic,Region IV-A,0,,0
CUST-104664,24,1984.02,1,112,0,basic,Region XI,0,,0
CUST-104665,29,1466.72,3,75,1,standard,NCR,0,,0
CUST-104666,46,320.64,5,48,2,basic,NCR,0,,0
CUST-104667,47,960.61,4,188,2,basic,Region IV-A,0,,0
CUST-104668,48,590.82,4,76,0,basic,Region III,0,,0
CUST-104669,22,1778.79,4,54,2,premium,Region XI,0,,0
CUST-104670,30,1541.65,3,153,1,standard,Region XI,0,,0
CUST-104671,2,1036.59,1,171,2,standard,Region XI,0,,0
CUST-104672,49,895.06,4,131,1,standard,Region III,0,,0
CUST-104673,18,1242.35,3,104,0,standard,Region XI,0,,0
CUST-104674,28,547.75,2,84,0,basic,NCR,0,,0
CUST-104675,41,1313.31,6,161,0,basic,Region XI,0,,0
CUST-104676,46,1370.89,5,129,1,standard,Region III,0,,0
CUST-104677,6,628.61,0,132,3,basic,NCR,0,,0
CUST-104678,46,1011.06,5,197,1,premium,Region XI,0,,0
CUST-104679,23,932.58,3,160,0,basic,Region IV-A,0,,0
CUST-104680,25,1702.28,1,154,1,standard,Region IV-A,0,,0
CUST-104681,8,1261.54,1,68,2,basic,Region III,0,,0
CUST-104682,43,619.85,5,155,1,standard,Region IV-A,0,,0
CUST-104683,29,1655.64,3,196,0,premium,Region VII,0,,0
CUST-104684,7,1120.86,1,140,4,basic,NCR,0,,0
CUST-104685,9,714.2,1,79,0,basic,Region XI,0,,0
CUST-104686,43,1082.32,4,2,1,standard,Region VII,0,,0
CUST-104687,7,1224.21,0,7,2,basic,Region XI,0,,0
CUST-104688,31,885.72,3,61,2,basic,NCR,0,,0
CUST-104689,42,432.39,2,153,2,standard,Region XI,0,,0
CUST-104690,54,483.37,3,20,1,basic,Region XI,0,,0
CUST-104691,10,621.73,0,43,3,basic,Region III,0,,0
CUST-104692,18,492.29,1,73,1,basic,Region IV-A,0,,0
CUST-104693,10,1308.02,1,18,2,basic,Region IV-A,0,,0
CUST-104694,52,1632.58,3,118,3,premium,Region XI,0,,0
CUST-104695,35,335.54,5,137,2,basic,Region III,0,,0
CUST-104696,59,1019.72,3,5,0,basic,Region XI,0,,0
CUST-104697,3,1615.35,0,155,1,standard,Region IV-A,0,,0
CUST-104698,42,967.23,6,25,3,standard,NCR,0,,0
CUST-104699,2,981.36,0,126,0,basic,Region III,0,,0
CUST-104700,7,1113.28,0,11,1,standard,NCR,0,,0
CUST-104701,26,644.8,3,49,2,standard,Region XI,0,,0
CUST-104702,22,1021.93,2,126,0,basic,Region IV-A,0,,0
CUST-104703,22,581.76,1,41,2,basic,Region IV-A,0,,0
CUST-104704,5,1997.79,0,147,1,standard,Region III,0,,0
CUST-104705,33,377.79,4,62,0,basic,Region VII,0,,0
CUST-104706,21,807.58,1,176,1,basic,Region XI,0,,0
CUST-104707,59,1659.35,9,137,1,standard,Region XI,0,,0
CUST-104708,47,628.09,6,69,0,basic,Region XI,0,,0
CUST-104709,26,1010.71,1,11,0,basic,Region III,0,,0
CUST-104710,46,3674.54,5,150,1,basic,Region VII,0,,0
CUST-104711,34,1952.3,2,172,1,premium,Region VII,0,,0
CUST-104712,30,1291.35,0,92,0,standard,Region III,0,,0
CUST-104713,55,1256.36,1,192,2,basic,Region XI,0,,0
CUST-104714,35,1072.88,6,80,2,basic,Region XI,0,,0
CUST-104715,29,1069.75,0,176,1,premium,Region XI,0,,0
CUST-104716,34,1242.92,3,26,0,standard,Region XI,0,,0
CUST-104717,47,2679.6,3,84,1,standard,NCR,0,,0
CUST-104718,44,1579.14,4,146,3,basic,NCR,0,,0
CUST-104719,33,685.43,9,105,0,basic,Region VII,0,,0
CUST-104720,11,735.81,0,107,1,basic,Region VII,0,,0
CUST-104721,38,2773.23,3,102,1,standard,Region IV-A,0,,0
CUST-104722,26,1407.02,2,20,3,premium,NCR,0,,0
CUST-104723,56,635.56,6,119,0,basic,Region III,0,,0
CUST-104724,54,729.11,5,3,2,standard,NCR,0,,0
CUST-104725,1,1503.11,0,170,0,premium,NCR,0,,0
CUST-104726,59,1210.94,8,75,0,premium,NCR,0,,0
CUST-104727,54,881.15,4,173,2,basic,Region IV-A,0,,0
CUST-104728,54,1024.92,5,67,0,basic,Region IV-A,0,,0
CUST-104729,30,2290.03,2,62,0,premium,Region III,0,,0
CUST-104730,16,727.15,1,129,1,basic,Region IV-A,0,,0
CUST-104731,36,177.4,3,22,3,basic,Region VII,0,,0
CUST-104732,53,704.5,6,101,1,basic,NCR,0,,0
CUST-104733,27,960.35,2,111,2,standard,Region III,0,,0
CUST-104734,59,675.35,7,55,4,basic,Region III,0,,0
CUST-104735,16,1036.25,3,7,1,standard,NCR,0,,0
CUST-104736,51,830.2,5,170,3,premium,NCR,0,,0
CUST-104737,4,638.88,0,135,1,standard,Region VII,0,,0
CUST-104738,50,1256.79,5,155,0,premium,Region XI,0,,0
CUST-104739,56,1951.06,3,142,0,premium,NCR,0,,0
CUST-104740,42,1068.11,5,184,0,standard,Region VII,0,,0
CUST-104741,37,1371.99,5,134,1,standard,Region III,0,,0
CUST-104742,25,952.9,2,22,0,premium,NCR,0,,0
CUST-104743,52,767.32,3,51,0,standard,Region III,0,,0
CUST-104744,8,70.21,0,131,1,basic,Region XI,0,,0
CUST-104745,18,805.97,2,148,0,premium,Region III,0,,0
CUST-104746,8,2553.01,0,164,2,standard,Region VII,0,,0
CUST-104747,17,937.09,0,58,1,premium,Region IV-A,0,,0
CUST-104748,31,438.48,2,67,1,basic,Region IV-A,0,,0
CUST-104749,20,504.98,1,84,2,basic,Region XI,0,,0
CUST-104750,25,2168.63,3,199,0,standard,Region XI,0,,0
CUST-104751,14,595.96,5,139,2,standard,Region VII,0,,0
CUST-104752,21,752.2,3,142,2,basic,Region XI,0,,0
CUST-104753,30,1131.09,4,62,3,premium,NCR,0,,0
CUST-104754,13,857.63,0,61,1,standard,Region XI,0,,0
CUST-104755,56,291.12,3,177,1,basic,NCR,0,,0
CUST-104756,53,791.71,4,101,2,standard,NCR,0,,0
CUST-104757,52,1168.64,2,65,1,basic,Region XI,0,,0
CUST-104758,1,747.36,1,81,2,basic,Region IV-A,0,,0
CUST-104759,30,1003.05,4,172,0,basic,Region III,0,,0
CUST-104760,47,373.89,6,14,0,basic,NCR,0,,0
CUST-104761,21,1851.27,2,188,0,premium,Region III,1,found_alternative,0
CUST-104762,14,778.97,1,115,1,basic,Region XI,0,,0
CUST-104763,37,866.41,0,74,1,standard,NCR,0,,0
CUST-104764,1,922.22,0,56,2,standard,Region XI,0,,0
CUST-104765,37,841.7,3,10,1,basic,Region VII,0,,0
CUST-104766,27,1421.42,1,173,0,premium,Region III,0,,0
CUST-104767,41,1689.9,4,50,1,basic,Region VII,0,,0
CUST-104768,41,1112.04,2,21,3,standard,Region IV-A,0,,0
CUST-104769,32,1092.38,3,154,0,standard,Region III,0,,0
CUST-104770,35,977.37,2,129,4,standard,Region IV-A,0,,0
CUST-104771,2,948.16,1,19,0,basic,NCR,0,,0
CUST-104772,58,1573.31,6,86,3,standard,Region XI,0,,0
CUST-104773,5,803.54,1,175,0,premium,Region VII,0,,0
CUST-104774,58,184.77,6,40,2,basic,NCR,0,,0
CUST-104775,58,959.75,7,119,1,standard,NCR,0,,0
CUST-104776,43,483.56,4,121,3,basic,Region IV-A,0,,0
CUST-104777,45,815.08,1,159,0,basic,Region IV-A,0,,0
CUST-104778,2,826.87,0,44,2,basic,Region VII,0,,0
CUST-104779,56,703.4,8,151,3,basic,Region XI,0,,0
CUST-104780,32,1779.51,5,0,0,standard,NCR,0,,0
CUST-104781,21,452.11,3,150,1,basic,Region III,0,,0
CUST-104782,40,516.04,3,3,3,basic,Region IV-A,0,,0
CUST-104783,32,1782.83,0,4,1,basic,Region III,0,,0
CUST-104784,22,335.78,3,18,2,basic,Region XI,0,,0
CUST-104785,19,924.63,3,147,1,standard,Region VII,0,,0
CUST-104786,7,880.9,0,163,0,standard,Region III,0,,0
CUST-104787,54,1045.76,6,135,1,basic,Region VII,0,,0
CUST-104788,40,756.27,4,191,0,basic,Region IV-A,0,,0
CUST-104789,17,302.31,3,120,3,basic,Region IV-A,0,,0
CUST-104790,43,820.74,3,197,2,standard,Region VII,0,,0
CUST-104791,41,527.85,6,171,1,basic,Region IV-A,0,,0
CUST-104792,9,1412.46,0,135,1,standard,Region VII,0,,0
CUST-104793,11,2028.08,1,105,2,standard,Region IV-A,0,,0
CUST-104794,14,1530.7,1,102,0,basic,Region IV-A,0,,0
CUST-104795,7,741.38,0,114,0,basic,Region IV-A,0,,0
CUST-104796,49,1367.9,2,53,0,basic,Region IV-A,0,,0
CUST-104797,10,1381.96,1,103,1,basic,Region III,0,,0
CUST-104798,48,1996.2,4,14,3,basic,NCR,0,,0
CUST-104799,32,645.9,2,148,1,premium,Region III,0,,0
CUST-104800,7,610.73,3,199,3,basic,Region III,0,,0
CUST-104801,50,1129.12,1,186,1,basic,Region III,1,too_expensive,0
CUST-104802,11,747.88,0,140,6,standard,Region IV-A,0,,0
CUST-104803,59,910.59,4,119,1,premium,Region IV-A,0,,0
CUST-104804,1,365.43,1,92,1,basic,Region III,0,,0
CUST-104805,37,1221.35,5,70,1,standard,Region III,0,,0
CUST-104806,19,527.43,3,43,1,basic,Region III,0,,0
CUST-104807,32,620.56,3,102,1,standard,Region IV-A,0,,0
CUST-104808,50,2054.86,1,145,2,standard,Region IV-A,0,,0
CUST-104809,47,959.88,4,189,1,basic,Region VII,0,,0
CUST-104810,17,1642.58,0,112,0,basic,Region IV-A,0,,0
CUST-104811,4,620.67,0,36,3,basic,Region XI,0,,0
CUST-104812,17,1521.68,2,111,0,standard,Region IV-A,0,,0
CUST-104813,48,418.55,2,181,1,basic,Region VII,0,,0
CUST-104814,31,776.78,3,90,0,standard,Region IV-A,0,,0
CUST-104815,45,605.79,3,166,1,basic,Region VII,0,,0
CUST-104816,30,783.13,1,163,3,standard,Region IV-A,0,,0
CUST-104817,32,353.35,2,73,1,basic,NCR,0,,0
CUST-104818,4,1157.48,0,148,4,premium,Region VII,1,too_expensive,0
CUST-104819,2,264.37,0,175,0,basic,Region VII,1,unknown,1
CUST-104820,42,812.44,5,31,1,basic,Region IV-A,0,,0
CUST-104821,12,1456.71,1,149,0,basic,Region IV-A,1,found_alternative,0
CUST-104822,22,738.7,0,94,2,standard,NCR,0,,0
CUST-104823,22,700.9,0,189,1,basic,Region XI,0,,0
CUST-104824,38,1381.15,3,182,1,basic,Region VII,0,,0
CUST-104825,56,1830.39,4,101,0,basic,Region XI,0,,0
CUST-104826,45,1319.45,6,129,1,basic,Region IV-A,0,,0
CUST-104827,38,1075.99,2,143,3,standard,Region III,0,,0
CUST-104828,50,1063.85,2,57,1,basic,Region III,0,,0
CUST-104829,31,1371.55,3,70,2,standard,Region XI,0,,0
CUST-104830,9,1673.98,0,140,2,premium,NCR,0,,0
CUST-104831,29,774.66,1,76,1,standard,Region VII,0,,0
CUST-104832,58,1230.02,4,22,2,basic,NCR,0,,0
CUST-104833,47,1692.75,3,36,2,standard,Region VII,0,,0
CUST-104834,21,382.16,3,64,2,standard,Region IV-A,0,,0
CUST-104835,20,609.32,0,115,2,basic,Region IV-A,0,,0
CUST-104836,55,1010.66,1,129,4,basic,Region VII,0,,0
CUST-104837,6,887.52,0,0,2,basic,Region III,0,,0
CUST-104838,56,1022.98,7,52,3,basic,Region IV-A,0,,0
CUST-104839,40,388.61,4,183,1,basic,Region XI,0,,0
CUST-104840,48,125.98,5,36,0,basic,Region IV-A,0,,0
CUST-104841,20,1098.26,2,66,2,standard,NCR,0,,0
CUST-104842,39,738.89,4,130,3,basic,Region XI,0,,0
CUST-104843,20,1425.79,0,124,0,basic,Region IV-A,0,,0
CUST-104844,2,1617.85,1,187,1,premium,Region IV-A,0,,0
CUST-104845,27,134.0,4,194,1,basic,NCR,0,,0
CUST-104846,58,1032.88,4,69,1,basic,NCR,1,found_alternative,1
CUST-104847,15,1667.6,1,83,2,basic,Region III,0,,0
CUST-104848,10,1396.29,1,50,0,basic,Region XI,0,,0
CUST-104849,55,1269.71,6,14,1,standard,Region VII,0,,0
CUST-104850,54,564.66,3,161,2,basic,Region IV-A,0,,0
CUST-104851,50,1289.9,3,75,0,premium,Region VII,0,,0
CUST-104852,58,1278.7,5,134,3,premium,Region III,0,,0
CUST-104853,59,1125.76,5,196,0,basic,Region XI,1,unknown,0
CUST-104854,55,1334.59,2,116,2,standard,Region III,0,,0
CUST-104855,57,1059.98,4,191,1,standard,Region VII,0,,0
CUST-104856,44,1586.25,1,91,0,standard,Region IV-A,0,,0
CUST-104857,19,483.43,6,136,2,basic,Region VII,0,,0
